Country Name,Year,Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],Gini index [SI.POV.GINI],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",New businesses registered (number) [IC.BUS.NREG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Compulsory education, duration (years) [SE.COM.DURS]",Lending interest rate (%) [FR.INR.LEND],Trade (% of GDP) [NE.TRD.GNFS.ZS],Net migration [SM.POP.NETM],International migrant stock (% of population) [SM.POP.TOTL.ZS],"International migrant stock, total [SM.POP.TOTL]","Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Secondary education, duration (years) [SE.SEC.DURS]","Primary education, duration (years) [SE.PRM.DURS]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]"
Algeria,2000,..,..,..,..,..,..,..,14.35926361,29.77000046,..,70.438128,0.3391631891,..,3.8,1765.027146,2.399496544,8436.99096,0.3056474157,2.578744484,162619.9951,3.433385635,12.01709161,..,..,10,10,62.85834364,..,0.8020547172,250110,..,790000000,1.441858619,13.0334285,1.35841747,31042238,..,6,6,..,..,..,70.64,0.4033728545,204,..
Algeria,2001,..,..,..,..,..,..,..,6.161689361,27.29999924,47.75999832,73.41483508,4.225988349,..,3,1740.606654,1.659672589,8770.253502,0.2851313944,2.50067461,159300.0031,3.820695463,12.22570604,..,..,10,9.5,58.70616423,..,..,..,..,670000000,1.22386248,13.20526716,1.309829687,31451513,..,6,6,..,..,..,71.116,0.3775298465,..,..
Algeria,2002,..,..,..,..,..,..,..,2.835976709,25.89999962,..,74.4560791,1.418301923,..,5.6,1781.828908,4.262072013,9286.56088,0.2785436104,2.586712195,165039.9933,3.700829359,10.79421093,..,..,10,8.583333333,61.13417145,-205228,..,..,..,1070000000,1.885118554,13.37472184,1.275071861,31855110,..,6,6,..,..,..,71.605,0.3567883065,..,..
Algeria,2003,..,..,..,..,..,..,..,7.271779256,23.71999931,..,77.63457483,4.268953958,..,7.2,2103.381291,5.840905136,10022.96478,0.2727110913,2.733373662,177639.9994,3.251210893,10.09628972,..,..,10,8.125,62.12477303,..,..,..,..,1750000000,2.578693305,13.54646561,1.275917694,32264159,..,6,6,..,..,..,72.101,0.351259165,..,..
Algeria,2004,..,..,..,..,..,..,..,5.065669947,17.64999962,..,80.71030165,3.961800303,..,4.3,2610.185422,2.934541622,10594.04572,0.2583860912,2.737354064,180580.0018,3.283884523,10.67413622,..,..,10,8,65.70142185,..,..,..,..,2460000000,2.88283791,13.72616365,1.317809403,32692153,..,6,6,..,..,..,72.594,0.3308949784,..,..
Algeria,2005,..,..,..,..,..,..,..,7.667842837,15.27000046,31.07999992,81.82607845,1.382446567,..,5.9,3113.094883,4.43825778,11411.19178,0.2489968996,2.841351373,188020.0043,2.83417835,10.45512375,..,..,10,8,71.27860096,..,0.7440719033,247537,27000000,170000000,0.1647315175,13.91827823,1.389919045,33149720,..,6,6,..,..,..,73.072,0.3214818681,..,..
Algeria,2006,..,..,0.9274395383,..,..,..,..,8.747308376,12.27000046,24.29999924,83.71748758,2.311499185,4218,1.7,3478.710002,0.2147921439,11788.56019,0.2516774426,2.966914681,195860.0006,2.643807548,9.162891039,..,4.619999886,10,8,70.73001244,..,..,..,35000000,189000000,0.1615007676,14.12455054,1.471149912,33641007,..,6,6,..,..,..,73.521,0.3196825987,..,..
Algeria,2007,18.8,..,0.7931635507,..,..,..,..,7.084613408,13.78999996,27.40999985,86.79745039,3.678995747,3622,3.4,3950.512993,1.808252618,12326.07701,0.2439778564,3.007289846,198830.0018,2.923321027,8.795526173,..,4.960000038,10,8,71.93812904,-357340,..,..,48863732.65,99004563.35,0.07334916522,14.34538447,1.551379427,34166976,..,7,6,..,..,..,73.936,0.323148387,..,..
Algeria,2008,..,..,0.9444120235,..,..,..,..,4.739631536,11.32999992,23.80999947,91.01458318,4.858590628,4651,2.4,4923.631615,0.7381945446,12655.21847,0.2451519183,3.102451083,204350.0061,3.024747141,7.970411241,11.42835045,4.33701992,10,8,76.68451817,..,..,..,26782545.16,103631887.2,0.06060319477,14.58202994,1.636169438,34730604,..,7,6,..,..,25000,74.311,0.3298328021,..,..
Algeria,2009,..,..,0.7839500907,..,..,..,..,-3.615075218,10.15999985,21.26000023,96.23614476,5.737060361,4574,1.6,3883.2709,-0.1346818781,12719.17915,0.2495894786,3.174573294,206660.0037,3.848513698,9.034169239,14.34000015,6.03000021,10,8,71.32433055,..,..,..,45702405.84,150336961.5,0.1095662318,14.83532292,1.722107572,35333882,..,7,5,..,..,2500,74.644,0.338927708,..,..
Algeria,2010,..,..,0.7059977651,..,..,0.5312829018,..,13.67763349,9.960000038,21.54000092,100,3.911061955,4122,3.6,4480.786318,1.746790655,13096.88473,0.2423213302,3.173654529,209869.9951,3.518012609,9.444183266,..,..,10,8,69.86666126,..,0.6797727804,244964,27971375.75,196589288,0.1219481527,15.10553251,1.805004747,35977451,..,7,5,..,..,..,74.938,0.3441740984,..,..
Algeria,2011,..,..,0.7637452737,..,..,..,27.6,-0.2163164771,9.960000038,22.43000031,104.5242115,4.524211505,4711,2.899999999,5455.679403,0.9802099929,13500.04479,0.2440541964,3.294742583,215750,4.325706359,10.78104657,..,..,10,8,67.47430173,..,..,..,30901604.94,202869816.2,0.1014282888,15.39271205,1.883308586,36661438,5.5,7,5,..,..,..,75.199,0.3534425262,..,..
Algeria,2012,..,..,1.398998002,..,..,..,..,6.330211874,10.97000027,27.54000092,113.8179305,8.891450911,7724,3.4,5592.220115,1.40174756,13303.32752,0.2713086366,3.609307651,235429.9927,4.46107862,10.24518668,..,..,10,8,65.4049792,-143268,..,..,44242618.92,214841268.6,0.1027658589,15.69604533,1.951463675,37383899,..,7,5,..,..,..,75.436,0.3613416014,..,..
Algeria,2013,..,..,1.258516783,..,2,..,..,-1.567723864,9.819999695,24.79999924,117.5218381,3.25423911,7698,2.8,5499.587331,0.7616993805,13056.80259,0.2791632422,3.644979345,240070.0073,4.844508917,13.38797247,..,..,10,8,63.61082367,..,..,..,38715810.2,209601443.4,0.09992679087,16.01355941,2.002703605,38140135,..,7,5,..,..,340,75.661,0.3664150662,..,..
Algeria,2014,..,..,1.482387794,..,2,..,..,-1.773151454,10.21000004,25.03000069,120.9498642,2.916926921,8426,3.8,5493.056695,1.710454904,13003.26686,0.2918983584,3.795632251,253509.9945,5.548483336,13.66434483,..,..,10,8,62.41431601,..,..,..,295922112.1,2452442617,1.147019471,16.34254285,2.033587155,38923688,..,7,5,..,..,4500,75.878,0.3695338917,..,..
Algeria,2015,..,..,1.364276397,..,2,..,..,-4.696471851,11.21000004,29.84000015,126.7366464,4.784447007,8093,3.7,4177.889542,1.600493696,12015.64053,0.3273646464,3.933495912,263140.0146,6.270242856,13.68705193,..,..,10,8,59.6951286,..,0.6110720227,242391,72128990.59,1997393458,1.203399284,16.68024357,2.045372088,39728020,..,7,5,..,..,19000,76.09,0.3720559734,..,..
Algeria,2016,..,..,..,..,2,..,..,4.232038258,10.19999981,25.71999931,134.8448702,6.397694803,8841,3.2,3946.452447,1.104570156,11624.34078,0.3286285572,3.820090337,265359.9854,6.384928983,15.32439766,16.11104012,7.344359875,10,8,55.92566788,..,..,..,76633496.32,1989023597,1.242874364,17.02594783,2.051352373,40551398,..,7,5,2800,2500,2000,76.298,0.3714123318,..,1.9
Algeria,2017,..,..,..,..,2,0.523,..,2.770779237,..,..,142.3842032,5.59111591,9885,1.3,4109.698217,-0.750456692,11737.40124,0.3259356915,3.825637988,268899.9939,5.924383327,15.35567508,17.55604935,6.505380154,10,8,55.32140302,-50002,..,..,214378056.7,1791887073,1.053450043,17.37769724,2.044909313,41389174,..,7,5,..,..,..,76.499,0.3687163988,..,..
Algeria,2018,..,..,..,..,2,0.5319939256,..,-0.3355386746,..,..,148.4639947,4.269990205,9472,1.1,4142.018558,-0.9092457909,11908.53761,0.3291847592,3.920109085,278029.9988,5.467824356,14.46309979,13.77495003,5.866350174,10,8,58.06549177,..,..,..,87006383.21,1984998399,1.134862745,17.73006175,2.007398663,42228415,..,7,5,..,..,19,76.693,..,..,..
Algeria,2019,..,..,1.326270606,..,2,..,..,1.509748883,..,..,151.3616678,1.951768211,..,1,3989.668276,-0.9345558853,12008.26483,0.3312427328,3.977650459,282010.0098,6.021045994,15.92134699,14.46348,6.100359917,10,8,51.84171471,..,..,..,81545364.58,1785838683,1.039684273,18.07629545,1.933983344,43053054,..,7,5,..,..,3200,76.88,..,..,..
Algeria,2020,..,..,1.322659532,..,..,0.5345564485,..,-10.21186261,..,..,155.0172502,2.415130941,..,-5.1,3306.858208,-6.826963623,11323.31222,..,..,..,6.659993727,16.98955423,16.54919052,..,10,8,45.84199132,..,..,..,149237303.7,1699608935,1.172069877,18.41133986,1.836533504,43851043,..,7,5,..,..,9600,77.063,..,..,..
Algeria,2021,..,..,..,..,..,..,..,..,..,..,166.2188945,7.226063074,..,3.84779349,3765.034625,2.065854505,12037.48124,..,..,..,..,..,16.2131691,..,..,8,50.25338749,..,..,..,..,..,..,..,1.730806566,44616626,..,7,5,..,..,6600,..,..,..,..
American Samoa,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.68498695,23098,..,..,..,265.79,2.012285615,53158,..,4,8,..,..,..,..,..,..,..
American Samoa,1996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,271.045,1.957833546,54209,..,4,8,..,..,..,..,..,..,..
American Samoa,1997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,276.135,1.860501781,55227,..,4,8,..,..,..,..,..,..,..
American Samoa,1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280.9,1.710885754,56180,..,6,6,..,..,..,..,..,..,..
American Samoa,1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,285.245,1.534972599,57049,..,6,6,..,..,..,..,..,..,..
American Samoa,2000,..,..,..,..,..,..,..,..,5.050000191,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.30864713,24912,..,..,..,289.08,1.335500631,57816,..,..,6,..,..,..,..,..,..,..
American Samoa,2001,..,..,1.7095186,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,292.48,1.169282185,58496,..,..,6,..,..,..,..,..,..,..
American Samoa,2002,..,..,11.84894291,..,..,..,..,..,..,..,..,..,..,..,8666.655382,..,..,..,..,..,..,..,..,..,..,..,210.9375,..,..,..,..,..,..,295.385,0.9883301937,59077,..,..,6,..,..,..,..,..,..,..
American Samoa,2003,..,..,5.042440541,..,..,..,..,..,..,..,..,..,..,0.9655172414,8807.462812,0.2561536611,..,..,..,..,..,..,..,..,..,..,207.4427481,..,..,..,..,..,..,297.475,0.7050597638,59495,..,..,6,..,..,..,..,..,..,..
American Samoa,2004,..,..,6.701963675,..,..,..,..,..,..,..,..,..,..,0.4098360656,8528.248777,0.09187046313,..,..,..,..,..,..,..,..,..,..,202.3575639,..,..,..,..,..,..,298.42,0.3171702371,59684,..,..,6,..,..,..,..,..,..,..
American Samoa,2005,..,..,10.07438252,..,..,..,..,..,9.979999542,..,..,..,..,-0.4081632653,8395.31877,-0.1957925404,..,..,..,..,..,..,..,..,..,..,223.2,..,40.99159294,24233,..,..,..,297.785,-0.2130140606,59557,..,..,6,..,..,..,..,..,..,..
American Samoa,2006,..,..,6.767158977,..,..,..,..,..,..,..,..,..,..,-4.098360656,8340.52344,-3.371501219,..,..,..,..,..,..,..,14.7170496,..,..,229.8174442,..,..,..,..,..,..,295.545,-0.755064009,59109,..,..,6,..,..,..,..,..,..,..
American Samoa,2007,..,..,1.713296897,..,..,..,..,..,..,..,..,..,..,1.851851852,8874.877928,3.146660118,..,..,..,..,..,..,..,..,..,..,218.1467181,..,..,..,..,..,..,291.835,-1.263253545,58367,..,..,6,..,..,..,..,..,..,..
American Samoa,2008,..,..,5.218298835,..,..,..,..,..,..,..,..,..,..,-2.657342657,9740.824491,-1.172397267,..,..,..,..,..,..,..,..,..,..,249.8214286,..,..,..,..,..,..,287.45,-1.513964199,57490,..,..,6,..,..,..,..,..,..,..
American Samoa,2009,..,..,3.52889281,..,..,..,..,..,..,..,..,..,..,-4.166666667,11910.01323,-2.788560506,..,..,..,..,..,..,..,..,..,..,161.3333333,..,..,..,..,..,..,283.375,-1.427782324,56675,..,..,6,..,..,..,..,..,..,..
American Samoa,2010,..,..,8.915198631,..,..,..,..,..,9.199999809,..,..,..,..,0.299850075,10216.81763,1.356786303,..,..,..,..,..,..,..,..,..,..,157.9406632,..,42.33769502,23555,..,..,..,280.42,-1.048262953,56084,..,..,6,..,..,..,..,..,..,..
American Samoa,2011,..,..,8.967805578,..,..,..,..,..,..,..,..,..,..,0,10223.29836,0.590081607,..,..,..,..,..,..,..,..,..,..,157.5438596,..,..,..,..,..,..,278.775,-0.5883474442,55755,..,..,6,..,..,..,..,..,..,..
American Samoa,2012,..,..,3.592663781,..,..,..,..,..,..,..,..,..,..,-4.334828102,11496.5241,-4.187040198,..,..,..,..,..,..,..,..,..,..,176.40625,..,..,..,..,..,..,278.345,-0.1543653379,55669,..,..,6,..,..,..,..,..,..,..
American Samoa,2013,..,..,5.38435307,..,..,..,..,..,..,..,..,..,..,-2.5,11450.7242,-2.583995908,..,..,..,..,..,..,..,..,..,..,173.8244514,..,..,..,..,..,..,278.585,0.08618677926,55717,..,..,6,..,..,..,..,..,..,..
American Samoa,2014,..,..,5.377211378,..,..,..,..,..,..,..,..,..,..,1.762820513,11525.15639,1.627844464,..,..,..,..,..,..,..,..,..,..,174.8055988,..,..,..,..,..,..,278.955,0.1327259226,55791,..,..,6,..,..,..,..,..,..,..
American Samoa,2015,..,..,7.167688062,..,..,..,..,..,..,..,..,..,..,3.149606299,12059.63516,3.121880892,..,..,..,..,..,..,..,..,..,..,162.4071322,..,41.80200943,23216,..,..,..,279.03,0.02688244324,55806,..,..,6,..,..,..,..,..,..,..
American Samoa,2016,..,..,5.382227884,..,..,..,..,..,..,..,..,..,..,-1.679389313,12038.2497,-1.561204901,..,..,..,..,..,..,..,..,..,..,159.1654247,..,..,..,..,..,..,278.695,-0.1201309033,55739,..,..,6,..,..,..,..,..,..,..
American Samoa,2017,..,..,..,..,..,..,..,..,..,..,..,..,..,-6.98757764,11003.82976,-6.783548017,..,..,..,..,..,..,..,..,..,..,161.4379085,..,..,..,..,..,..,278.085,-0.2191171537,55617,..,6,6,..,..,..,..,..,..,..
American Samoa,2018,..,..,..,..,..,..,..,..,..,..,..,..,..,2.671118531,11521.60978,2.959910556,..,..,..,..,..,..,..,..,..,..,171.8309859,..,..,..,..,..,..,277.305,-0.280883888,55461,..,6,6,..,..,4600,..,..,..,..
American Samoa,2019,..,..,0,..,..,..,..,..,..,..,..,..,..,-0.487804878,11715.36014,-0.2197379654,..,..,..,..,..,..,..,..,..,..,156.3271605,..,..,..,..,..,..,276.56,-0.2690187859,55312,..,6,6,..,..,..,..,..,..,..
American Samoa,2020,..,..,..,..,..,..,..,..,..,..,..,..,..,3.921568627,12844.90099,4.138083663,..,..,..,..,..,..,..,..,..,..,151.9040903,..,..,..,..,..,..,275.985,-0.2081279199,55197,..,6,6,..,..,390,..,..,..,..
American Samoa,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.1704442842,55103,..,6,6,..,..,..,..,..,..,..
Andorra,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,2.757501613,18458.17399,0.8523202492,..,..,6.733479486,460.0000083,..,..,..,..,..,..,..,..,63.46509224,40525,..,..,..,135.8723404,1.871458804,63860,..,7,5,..,..,..,..,..,..,..
Andorra,1996,..,..,..,..,..,..,..,..,..,..,..,..,..,4.649738668,19016.28819,3.83189583,..,..,6.99159455,490.0000095,..,..,..,..,..,..,..,..,..,..,..,..,..,136.9425532,0.7845746554,64363,..,7,5,..,..,..,..,..,..,..
Andorra,1997,..,..,..,..,..,..,..,..,..,..,..,..,..,9.067672051,18355.62786,9.143981098,..,..,7.307441152,509.9999905,..,..,..,3.713279963,..,..,..,..,..,..,..,..,..,136.8468085,-0.06994039809,64318,..,7,6,..,..,..,..,..,..,..
Andorra,1998,..,..,..,..,..,..,..,..,..,..,..,..,..,3.194793393,18895.11066,3.481177447,..,..,7.63953851,540.0000215,..,..,..,..,10,..,..,..,..,..,..,..,..,136.4680851,-0.2771335595,64140,..,6,6,..,..,..,..,..,..,..
Andorra,1999,..,..,..,..,..,..,..,..,..,..,..,..,..,4.099078922,19262.30899,3.730346166,..,..,7.923191648,569.9999928,..,..,..,..,10,..,..,..,..,..,..,..,..,136.9531915,0.3548420942,64368,..,6,6,..,..,..,..,..,..,..
Andorra,2000,..,..,..,..,..,..,..,..,..,..,..,..,..,3.528362361,21854.2468,1.910286412,..,..,7.952286282,589.9999738,..,..,..,..,10,..,..,..,64.44441046,42146,..,..,..,139.1276596,1.575272637,65390,..,6,6,..,..,..,..,..,..,..
Andorra,2001,..,..,..,..,..,..,..,..,..,..,..,..,..,8.119357722,22970.51221,4.982252338,..,..,7.721549062,589.9999738,..,..,..,..,10,..,..,..,..,..,..,..,..,143.2851064,2.944447046,67344,..,6,6,..,..,..,..,..,..,..
Andorra,2002,..,..,..,..,..,..,..,..,..,..,..,..,..,4.546362214,25067.24006,0.5106529368,..,..,7.566239884,600.0000238,..,..,..,1.65971005,10,..,..,..,..,..,..,..,..,149.0382979,3.936690931,70048,..,6,6,..,..,..,..,..,..,..
Andorra,2003,..,..,..,..,..,..,..,..,..,..,..,..,..,8.694203716,32272.84589,4.042246268,..,..,7.24241557,610.0000143,..,..,..,..,10,..,..,..,..,..,..,..,..,155.7021277,4.374143825,73180,..,6,6,..,..,..,..,..,..,..
Andorra,2004,..,..,1.31147541,..,..,..,..,..,..,..,..,..,..,8.135676338,37966.18725,3.781885829,..,..,7.344262326,639.9999857,..,..,..,1.544119954,10,..,..,..,..,..,..,..,..,162.2340426,4.10952559,76250,..,6,6,..,..,..,..,..,..,..
Andorra,2005,..,..,..,..,..,..,..,..,..,..,..,..,..,5.397795985,40064.22493,1.895271315,..,..,7.353780012,660.0000262,..,..,..,1.644970059,10,..,..,..,61.92580919,50298,..,..,..,167.8106383,3.379619093,78871,..,6,6,..,..,..,..,..,..,..
Andorra,2006,..,..,..,..,..,..,..,..,..,..,..,..,..,4.808688699,42674.75897,2.060202314,..,..,6.790542773,639.9999857,..,..,..,2.244899988,10,..,..,..,..,..,..,..,..,172.3297872,2.657381795,80995,..,6,6,..,..,..,..,..,..,..
Andorra,2007,..,..,0,..,..,..,..,..,..,..,..,..,..,1.553188141,47804.84993,-0.518849647,..,..,6.53104692,639.9999857,..,..,..,2.104690075,10,..,..,..,..,..,..,..,..,175.9191489,2.06144998,82682,..,6,6,..,..,..,..,..,..,..
Andorra,2008,..,..,1.19246363,..,..,..,..,..,..,..,..,..,..,-5.559186369,48719.65877,-6.885817402,..,..,6.439303857,639.9999857,..,..,..,2.873929977,10,..,..,..,..,..,..,..,..,178.4255319,1.414681757,83860,..,6,6,..,..,..,..,..,..,..
Andorra,2009,..,..,0,..,..,..,..,..,..,..,..,..,..,-5.302846543,43504.21565,-5.976684045,..,..,6.156687476,620.0000048,..,..,13.45308018,3.142920017,10,..,..,..,..,..,..,..,..,179.7042553,0.7141147617,84461,..,6,6,..,..,..,..,..,..,..
Andorra,2010,..,..,0,..,..,..,..,..,..,..,..,..,..,-1.974958,40849.76128,-1.966833159,..,..,6.157197775,629.9999952,..,..,..,2.976629972,10,..,..,..,61.66028975,52053,..,..,..,179.6893617,-0.008288192291,84454,..,6,6,..,..,..,..,..,..,..
Andorra,2011,..,..,1.194058366,..,..,..,..,..,..,..,..,..,..,-0.008069753411,43333.97304,0.8348674242,..,..,5.850886105,600.0000238,..,..,..,2.98706007,10,..,..,..,..,..,..,..,..,178.187234,-0.8394717614,83748,..,6,6,..,..,..,..,..,..,..
Andorra,2012,..,..,0,..,..,..,..,..,..,..,..,..,..,-4.974443719,38684.56653,-3.45153545,..,..,5.944654173,600.0000238,..,..,..,..,10,..,..,..,..,..,..,..,..,175.3765957,-1.589923668,82427,..,6,6,..,..,..,..,..,..,..
Andorra,2013,..,..,0,..,..,..,..,..,..,..,..,..,..,-3.547596515,39538.35521,-1.568871338,..,..,5.942800412,589.9999738,..,..,6.195529938,2.506160021,10,..,..,..,..,..,..,..,..,171.8510638,-2.030744369,80770,..,6,6,..,..,..,..,..,..,..
Andorra,2014,..,..,0,..,..,..,..,..,..,..,..,..,..,2.504465521,41302.38214,4.519279413,..,..,5.807127723,569.9999928,..,..,13.31521034,3.074209929,10,..,..,..,..,..,..,..,..,168.5382979,-1.946518269,79213,..,6,6,..,..,..,..,..,..,..
Andorra,2015,..,..,0,..,..,..,..,..,..,..,..,..,..,1.434140395,35770.91865,3.02081678,..,..,6.026181822,579.9999833,..,..,10.44281006,3.28034997,10,..,..,..,59.7136492,42082,..,..,..,165.9425532,-1.552134769,77993,..,6,6,..,..,..,..,..,..,..
Andorra,2016,..,..,..,..,..,..,..,..,..,..,..,..,..,3.70967807,37474.74584,4.646211549,..,..,6.080600282,589.9999738,..,..,9.990980148,3.237070084,10,..,..,..,..,..,..,..,..,164.4574468,-0.8989808624,77295,..,6,6,..,..,..,..,..,..,..
Andorra,2017,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3460718896,38964.66201,0.734439351,..,..,6.104133912,589.9999738,..,..,9.392439842,3.217089891,10,..,..,..,..,..,..,..,..,163.8234043,-0.3862810393,76997,..,6,6,..,..,..,..,..,..,..
Andorra,2018,..,..,..,..,..,..,..,..,..,..,..,..,..,1.58876549,41793.31884,1.574254317,..,..,6.362975399,620.0000048,..,..,13.46191978,3.246720076,10,..,..,..,..,..,..,..,..,163.8468085,0.0142852505,77008,..,6,6,..,..,..,..,..,..,..
Andorra,2019,..,..,..,..,..,..,..,..,..,..,..,..,..,2.015547638,40898.41791,1.833060593,..,..,6.481217432,629.9999952,..,..,10.89523983,3.15060997,10,..,..,..,..,..,91484853.44,..,..,164.1404255,0.1790417853,77146,..,6,6,..,..,..,..,..,..,..
Andorra,2020,..,..,2.588494144,..,..,..,..,..,..,..,..,..,..,-11.18393994,37416.69772,-11.32073035,..,..,..,..,..,..,..,..,10,..,..,..,..,..,83804274.98,..,..,164.393617,0.1541341272,77265,..,6,6,..,..,..,..,..,..,..
Andorra,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,8.949417981,43047.68627,8.824065727,..,..,..,..,..,..,10.26000023,2.880000114,..,..,..,..,..,..,..,..,..,..,0.1151216989,77354,..,6,6,..,..,..,..,..,..,..
Angola,1995,..,..,..,..,..,..,..,..,..,..,0.0006999376973,2666.450593,..,15.00000003,397.1794793,11.35953867,2636.525014,0.345963524,0.9121414852,53319.99969,4.707392768,..,..,..,..,206.25,..,..,0.3052520091,39813,209546000,..,..,11.18569423,3.216807477,13945205,..,7,4,..,..,..,45.246,..,..,..
Angola,1996,..,..,..,..,..,..,..,..,..,..,0.02971309706,4145.105982,..,13.54436976,522.6436984,9.952786592,2952.011249,0.3631993154,1.072168465,54669.99817,2.447848157,6.032920354,..,..,..,217.875,..,..,..,..,173802000,5142000,0.06831909226,11.55107243,3.214262263,14400722,..,7,4,..,..,..,45.35,..,..,..
Angola,1997,..,..,..,..,..,..,..,..,..,..,0.09483728895,219.1767212,..,7.274277355,514.2951541,3.8778581,3119.365502,0.3483519239,1.086636974,55459.99908,5.972268207,13.87546419,..,..,..,37.75,..,199800,..,..,179950000,..,..,11.9287495,3.217312688,14871572,..,7,4,..,..,..,45.519,..,..,..
Angola,1998,..,..,..,..,..,..,..,..,..,..,0.1965833051,107.2848215,..,4.691146451,423.5936878,1.364744017,3197.525502,0.3414594527,1.091825308,59689.99863,2.642011881,6.233867661,6.114679813,2.567120075,4,45,..,..,..,..,201650000,..,..,12.32020534,3.228921462,15359600,..,7,4,..,..,..,45.763,..,..,..
Angola,1999,..,..,..,..,..,..,..,..,..,..,0.6844950133,248.1959024,..,2.181489718,387.7842672,-1.085298451,3207.394343,0.3460315565,1.109859657,58639.99939,17.33469221,27.37551734,..,..,4,80.29666667,..,..,..,..,263070000,..,..,12.72709633,3.249266492,15866871,..,7,4,..,..,..,46.093,..,..,..
Angola,2000,..,..,..,..,..,..,52,..,..,..,2.909082393,324.9968716,..,3.054624234,556.8361822,-0.267956298,3271.270265,0.3020470039,0.9880773826,57639.99939,6.392603154,12.88332161,5.255080223,2.607530117,4,103.1601742,152.5471095,..,0.3061897099,46108,266290000,..,..,13.15110051,3.277215347,16395477,..,7,4,..,..,..,46.522,5.685659133,..,..
Angola,2001,..,..,..,..,..,..,..,..,..,..,7.347208236,152.5610225,..,4.205998556,527.3335285,0.8221383016,3372.470708,0.2792697067,0.9418289054,57750,4.524353815,10.78863067,..,..,4,95.96656083,150.3357947,..,..,..,216060000,..,..,13.59248656,3.301173785,16945753,..,7,4,..,..,..,47.059,5.255280164,..,..
